Identifier,Resource_no,Collection_Title
aspace_ref30_ea3,192730,"Report from George W. Frost to David D. Porter,"
aspace_ref31_ph8,192731,"Report from George W. Frost to David D. Porter,"
aspace_ref32_51h,192732,"Order from H. A. Adams to George W. Frost,"
aspace_ref33_vgy,192733,"Order from unknown (fleet captain) to George W. Frost,"
aspace_ref34_c73,192734,"Order from David D. Porter to George W. Frost,"
aspace_ref35_yup,192735,"Order from David D. Porter to J. M. B. Clitz,"
aspace_ref36_9fb,192736,"Letter from Gideon Welles to George W. Frost,"
aspace_ref37_a7m,192737,"Orders from David D. Porter to George W. Frost,"
aspace_ref38_rp4,192738,"Order from David D. Porter to George W. Frost,"
aspace_ref39_hku,192739,"Order from David D. Porter to George W. Frost,"
aspace_ref40_ze6,192740,"Order from David D. Porter to George W. Frost,"
aspace_ref41_r6x,192741,"Report from Ensigns J. W. Willard, E. Manning,  H. Hanson to George W. Frost,"
aspace_ref44_uom,192744,"Order from David D. Porter to George W. Frost,"
aspace_ref45_fno,192745,"Order from David D. Porter to George W. Frost,"
aspace_ref46_qh5,192746,"Order from David D. Porter to George W. Frost,"
aspace_ref47_h97,192747,"Letter from General S. Dodge to unknown (George W. Frost?),"
aspace_ref48_8xz,192748,"Letter from Sam? T. Lamb to George W. Frost,"
aspace_ref49_i68,192749,"Letter from unknown (C. Watmough?) to George W. Frost,"
aspace_ref50_fcq,192750,"Order from David D. Porter to George W. Frost,  Note from D. L. Braine? to unknown,"
aspace_ref51_ysr,192751,"Order from David D. Porter to George W. Frost,"
aspace_ref52_7zq,192752,"Order from William West to George W. Frost,"
aspace_ref53_952,192753,"Letter from Gideon Welles to George W. Frost,"
aspace_ref54_q32,192754,"Order from David D. Porter to George W. Frost,"
aspace_ref55_l8v,192755,"Order from David D. Porter to George W. Frost,"
aspace_ref56_ugv,192756,"Order from David D. Porter to George W. Frost,"
aspace_ref57_vl8,192757,"Order from Thomas S. Phelps to George W. Frost,"
aspace_ref58_ovm,192758,"Telegraph from Thomas S. Phelps to George W. Frost,"
aspace_ref59_spz,192759,"Order from David D. Porter to George W. Frost,"
aspace_ref60_xgx,192760,"Order from unknown (W. Febiger?) to George W. Frost,"
aspace_ref61_frn,192761,"Letter from M. A. Macomb to George W. Frost,"
aspace_ref62_cgi,192762,"Order from William Radford to George W. Frost,"
aspace_ref64_lzs,192764,"Letter from Louis Sands to George W. Frost,"
aspace_ref65_t15,192765,"Order from M. A. Macomb to George W. Frost,"
aspace_ref66_625,192766,"Order from William West to George W. Frost,"
aspace_ref67_t4f,192767,"Order from William Radford to George W. Frost,"
aspace_ref68_wzg,192768,"Order from William Radford to George W. Frost,"
aspace_ref69_g81,192769,"Letter from William Reynolds to George W. Frost,"
aspace_ref70_g7p,192770,"Letter from William West to William Radford,"
aspace_ref71_dlf,192771,"Order from unknown (Thatcher?) to George W. Frost,"
aspace_ref72_h33,192772,"Order from unknown (Thatcher?) to George W. Frost,"
aspace_ref73_cve,192773,"Order from E. Simpson to George W. Frost,"
aspace_ref74_ega,192774,"Order from E. Simpson to George W. Frost,"
aspace_ref75_xdn,192775,"Order from unknown (Thatcher?) to George W. Frost,"
aspace_ref76_34g,192776,"Order from David D. porter to George W. Frost,"
aspace_ref77_on5,192777,"Order from J. B. Hull to George W. Frost,"
aspace_ref78_6tb,192778,"Order from J. B. Hull to George W. Frost,"
aspace_ref79_e5e,192779,"Note from James W. Phisk to George W. Frost,"
aspace_ref80_rh0,192780,"Note from George Thompson to George W. Frost,"
aspace_ref81_52w,192781,"Receipt from Rick Wood to George W. Frost,"
aspace_ref82_25g,192782,"Letter from George W. Frost to Henry M. Wise,"
aspace_ref83_u18,192783,"Note from Charles Bell to George W. Frost,"
aspace_ref84_izv,192784,"Letter from A. N. Smith to George W. Frost,"
aspace_ref85_rac,192785,"Letter from Gideon Welles to George W. Frost,"
aspace_ref86_ezf,192786,"Statement by unknown (probably G. W. Frost),"
aspace_ref87_73a,192787,"Statement regarding ammunition in two different ships,"
aspace_ref89_96m,192788,"Letter from William W. Dudley to Thaddeus C. Pound,"
aspace_ref90_qk5,192789,"Letter from unknown (acting commissioner of Dept. of Interior, Pensions Office) to George W. Frost,"
aspace_ref91_bie,192790,"Letter from C. B. Walker? (acting commissioner of Dept. of Interior, Pensions Office) to George W. Frost,"
aspace_ref92_33e,192791,"Request for Affidavits from William W. Dudley to George W. Frost,"
aspace_ref93_kom,192792,"Letter from unknown (commissioner of Dept. of Interior, Pensions Office) to George W. Frost,"
aspace_ref94_9pu,192793,"Document certifying the death of George W. Frost, signed by Mary A. Frost and Katie C. Call,"
aspace_ref95_6rl,192794,"Printed Page from a document of information for pensioners, attributed to William W. Dudley,"
aspace_ref98_xc5,192796,"Order book of the U. S. S. Fort Donelson, includes: Navy Laws, General Orders, Officers' Duties, Officer List, Details of Operation Regulations for Firing and Maneuvers, Fire Instructions, Watch Bill, and Station Bill,"
727fbc84681dda70de6eaa6f0a56d221,193679,"Bayou Bend,"
3f77af3cd32b41cbe0dedba5dd36aac0,193701,"Clothes,"
b3ac4842de0fb96fab31f72dcbee90f0,193702,"Confederate War Journal,"
5abfe8f2d1fa01329d7a3cb95fd97de6,193703,"Consumer Affairs,"
f2f64d889192cbb4b0bb1cf8a6d2e2be,193723,"Families, Houston Leading,"
88e09cb15292c49c031bddd3f17d2b07,193759,"Houston Grand Opera,"
00e020c4bb991984d7b15c774a4bdfc6,193774,"Johnston, Marguerite,"
01425fe35b570ebedc98ccfae7dae771,193789,"Medina Speech,"
8ca3086d3bc6705bae9b956ae5dcfc4a,193791,"Morningstar,"
df1371b71629583ebf0231f49a18ea30,193792,"Morningstar,"
cbef32f4d54eadea16b583d9fbb0c8b2,193835,"Women,"
98262f1884aab9cf572e2495f3bd55ed,193872,"Hobby, Lt. Governor William Pettus (Bill) Jr. and Diana Hobby,"
4626993f171e357fb8742a4a44ec0be3,193887,"Houston,"
aspace_ref1355_ies,202653,"The Texas Observer,"
aspace_ref1356_vdn,202654,"The Texas Observer,"
aspace_ref1357_zfk,202655,"The Texas Observer,"
aspace_ref1358_0u6,202656,"The Texas Observer,"
aspace_ref1359_mvk,202657,"<emph render=""italic"">Democratic Reporter </emph>(Democrats of Texas),"
aspace_ref1360_2wb,202658,"The Texas Observer,"
aspace_ref1361_zfy,202659,"The Texas Observer,"
aspace_ref1362_zeq,202660,"The Texas Observer,"
aspace_ref1363_7a5,202661,"<emph render=""italic"">The Democrat </emph>(Washington, D.C.),"
aspace_ref1365_y5f,202663,"<emph render=""italic"">Texas Magazine </emph>(from Houston Chronicle),"
aspace_ref1366_gnn,202664,"<emph render=""italic"">The Democrat </emph>(Washington, D.C.),"
aspace_ref1367_mq8,202665,"<emph render=""italic"">The Democrat </emph>(Washington, D.C.),"
aspace_ref1368_ii7,202666,"<emph render=""italic"">The Democrat </emph>(Washington, D.C.),"
aspace_ref1369_33l,202667,"<emph render=""italic"">The Democrat </emph>(Washington, D.C.),"
aspace_ref1370_8h3,202668,"Simulated edition of the <emph render=""italic"">Illinois Intellegineer, </emph>published at Kaskaskia, Ill. during closing territorial and early statehood days,"
aspace_ref1372_iv0,202670,"<emph render=""italic"">The Christian Science Monitor, </emph>New England Ed.,"
aspace_ref1373_g9j,202671,"<emph render=""italic"">The Christian Science Monitor, </emph>New England Ed.,"
aspace_ref1374_fo5,202672,"Chicago Sun - Times,"
aspace_ref1375_40k,202673,"Chicago Tribune,"
aspace_ref1378_t2f,202676,"<emph render=""italic"">Southwest Scene </emph>(Dallas Morning News Sunday Magazine),"
aspace_ref592_oz4,202828,"Series II. New York Review of Books,"
aspace_ref42_pg7,222801,"ARMCO Steel – Sheffield Steel,"
aspace_ref40_zlv,222913,"Recommendations,"
aspace_ref49_84i,222921,"AAPG Sidney Powers Medal,"
aspace_ref50_qo3,222922,"AAPG Sidney Powers Award,"
aspace_ref51_j6a,222923,"AAPG,"
aspace_ref52_vr0,222924,"AAPG-GSA Joint Cooperative Committee,"
aspace_ref53_822,222925,"American Geological Institute,"
aspace_ref54_ajf,222926,"American Geophysical Union,"
aspace_ref55_g2q,222927,"Beloit College: Correspondence,"
aspace_ref56_fna,222928,"Beloit College: correspondence,"
aspace_ref59_7gx,222931,"Beloit College: Resolutions,"
aspace_ref63_6z2,222935,"Beloit College: Athletics,"
aspace_ref64_7vv,222936,"Century of Progress World's Fair: Geological time clock,"
aspace_ref65_edo,222937,"Century of Progress World's Fair: Exhibition plan,"
aspace_ref67_gg5,222939,"Century of Progress World's Fair: Correspondence,"
aspace_ref82_2f4,222954,"Geological Society of America,"
aspace_ref83_cqp,222955,"Geological Society of America,"
aspace_ref86_9vw,222958,"Houston City Charter Study Committee drafting of report,"
aspace_ref87_3av,222959,"Houston City Charter Study Committee summary/synopsis of recommendations,"
aspace_ref89_egl,222961,"Houston City Charter Study Committee notes, minutes,"
aspace_ref90_vlo,222962,"Houston City Charter Study Committee minutes,"
aspace_ref91_lif,222963,"Houston City Charter Study Committee minutes,"
aspace_ref92_ij7,222964,"Houston City Charter Study Committee League of Women Voters of Houston presentation,"
aspace_ref93_xm4,222965,"Houston City Charter Study Committee reactivation,"
aspace_ref94_73k,222966,"Houston City Charter Study Committee correspondence,"
aspace_ref95_iyc,222967,"Houston City Charter Study Committee correspondence,"
aspace_ref96_ih7,222968,"Houston City Charter Study Committee correspondence,"
aspace_ref97_4r3,222969,"Houston City Charter Study Committee correspondence,"
aspace_ref98_dvx,222970,"Houston City Charter Study Committee, Corporate Policies and Powers Subcommittee,"
aspace_ref99_2zx,222971,"Houston City Charter Study Committee; Elections and Personnel Subcommittee,"
aspace_ref100_kxk,222972,"Houston City Charter Study Committee; Elections and Personnel Subcommittee,"
aspace_ref101_shb,222973,"Houston City Charter Study Committee; Report Drafting Subcommittee,"
aspace_ref102_ym2,222974,"Houston City Charter Study Committee; Rules and Procedures Subcommittee,"
aspace_ref103_ox7,222975,"Houston City Charter Study Committee; Rules and Procedures Subcommittee,"
aspace_ref104_jll,222976,"Houston City Charter Study Committee; Taxation and Financial Affairs Subcommittee,"
aspace_ref105_o68,222977,"Houston City Charter Study Committee; Taxation and Financial Affairs Subcommittee,"
aspace_ref106_paw,222978,"Houston City Charter Study Committee, final report,"
aspace_ref107_nqy,222979,"Houston City Charter Study Committee final report,"
aspace_ref108_dus,222980,"Houston Council on World Affairs correspondence,"
aspace_ref109_b74,222981,"Houston Council on World Affairs NBC panel dinner,"
aspace_ref110_vyu,222982,"Houston Museum of Natural Science exhibits materials,"
aspace_ref111_m6i,222983,"Houston Museum of Natural Science trustees materials and correspondence,"
aspace_ref112_6y5,222984,"Houston Museum of Natural Science Wiess Hall of Petroleum Exhibits committee,"
aspace_ref113_nbq,222985,"International Geological Congress,"
aspace_ref115_2gt,222987,"Manpower Panel correspondence,"
aspace_ref116_2tr,222988,"Manpower Panel correspondence,"
aspace_ref117_t6s,222989,"Manpower Panel correspondence,"
aspace_ref118_jkh,222990,"Manpower Panel correspondence,"
aspace_ref119_1zp,222991,"Manpower Panel report,"
aspace_ref120_oj9,222992,"Missouri Camp correspondence,"
aspace_ref121_co3,222993,"Missouri Camp correspondence,"
aspace_ref122_2yx,222994,"Missouri Camp correspondence,"
aspace_ref123_2tr,222995,"Missouri Camp correspondence,"
aspace_ref125_8g0,222997,"Museum of Science and Industry plans, correspondence,"
aspace_ref126_n5y,222998,"National Science Foundation correspondence,"
aspace_ref127_s1n,222999,"National Space Hall of Fame awards, correspondence, planning,"
aspace_ref129_fzs,223001,"Phi Delta Theta and Founder's Day address,"
aspace_ref130_7wj,223002,"University of Chicago correspondence,"
aspace_ref132_0pi,223004,"University of Chicago Houston group correspondence,"
aspace_ref133_wuw,223005,"University of Chicago lectures,"
aspace_ref135_dqf,223007,"Walker Museum budget, correspondence,"
aspace_ref136_ckr,223008,"Walker Museum correspondence, plans, budget,"
aspace_ref141_855,223012,"Correspondence,"
aspace_ref142_ugv,223013,"Correspondence,"
aspace_ref143_g4n,223014,"Correspondence, University of Chicago Press,"
aspace_ref144_4ve,223015,"Textbook correspondence,"
aspace_ref145_3jk,223016,"Revisions,"
aspace_ref159_3gm,223029,"AAPG Sidney Powers Memorial Medal acceptance,"
aspace_ref160_omj,223030,"AAPG Sidney Powers Memorial Medalist presentation,"
aspace_ref164_q9n,223034,"Beloit [WI] Association of Commerce,"
aspace_ref165_9w1,223035,"Beloit College Faculty meetings,"
aspace_ref169_yse,223039,"Beloit College Oceanography symposium,"
aspace_ref172_w0q,223042,"Boy Scouts Houston,"
aspace_ref173_e4g,223043,"Brazilian National War College visit to Rice,"
aspace_ref174_ax6,223044,"Carroll College [WI],"
aspace_ref185_40s,223055,"Croneis' 70th birthday celebration,"
aspace_ref187_gho,223057,"Denison [OH] University,"
aspace_ref195_h59,223065,"GSA annual dinner, New Orleans [LA],"
aspace_ref196_u7f,223066,"GSA annual meeting, El Paso [TX],"
aspace_ref198_m6h,223068,"GSA annual meeting, Pittsburgh [PA],"
aspace_ref199_7uk,223069,"GSA 75th annual banquet, Houston [TX],"
aspace_ref201_m1a,223071,"[Norman] Hackerman Dinner,"
aspace_ref205_9u2,223075,"Houston [TX] City Employees awards,"
aspace_ref216_nfj,223086,"Kiwanis clubs,"
aspace_ref217_r24,223087,"Lawrence College [WI] centennial,"
aspace_ref220_894,223090,"Mayor's Prayer Breakfast, Houston [TX],"
aspace_ref223_klp,223093,"National Association of Geology Teachers,"
aspace_ref226_1t9,223096,"Philosophical Society of Texas,"
aspace_ref229_36h,223099,"""R"" Association, Rice Institute/Univ.,"
aspace_ref233_uf7,223103,"Rice Associates,"
aspace_ref235_er0,223105,"Rice University,"
aspace_ref237_2cf,223107,"River Oaks Women's Assoc., Houston [TX],"
aspace_ref240_0je,223110,"Rotary Clubs,"
aspace_ref241_22s,223111,"Sigma Xi,"
aspace_ref244_xly,223114,"Southwestern University [TX],"
aspace_ref247_j7k,223117,"Texas Assoc. of Collegiate Registrars and Admissions Officers,"
aspace_ref251_n95,223121,"Texas Christian University,"
aspace_ref256_wnu,223126,"Texas Technological College,"
aspace_ref257_mbn,223127,"[Albert] Thomas Appreciation Dinner,"
aspace_ref258_8vq,223128,"Trans World Airlines, Inc., Houston [TX],"
aspace_ref265_ugt,223135,"University of Houston,"
aspace_ref267_iq0,223137,"University of Tampa,"
aspace_ref273_1n6,223143,"Honorable James E. Webb,"
aspace_ref12_5bp,223795,"Series I: Correspondence,"
aspace_ref184_js0,223796,"Series II: Scholarly Works,"
aspace_ref542_54l,223798,"Series IV: Personal Documentation,"
aspace_ref550_n3w,223799,"Series V: Printed Material,"
aspace_ref185_mw8,223803,"Achievements of Bernhard Riemann,"
aspace_ref187_yb7,223804,"Achievements of Riemann,"
aspace_ref189_gpu,223805,"Advanced Analysis,"
aspace_ref191_gu9,223806,"Ages of Mathematics,"
aspace_ref193_6g0,223807,"Ages of Mathematics,"
aspace_ref195_52z,223808,"Albert Einstein: What He Was and What He Did,"
aspace_ref197_wrr,223809,"Almost Automorphy,"
aspace_ref199_270,223810,"Almost Periodic Functions,"
aspace_ref227_8oo,223824,"Commentary on the Paper of Curtis A. Wilson,"
aspace_ref235_ikj,223828,"Continuous Mappings of Almost Automorphic and Almost Periodic Functions,"
aspace_ref247_go1,223834,"Eclosion and Synthesis,"
aspace_ref250_ma3,223836,"Einstein Between Centuries,"
aspace_ref251_he4,223837,"Einstein Between Centuries,"
aspace_ref256_mi1,223840,"The Emergence of Analysis,"
aspace_ref264_4f8,223844,"Fourier Series Came First,"
aspace_ref266_mra,223845,"Function of Several Complex Variables,"
aspace_ref270_dhm,223847,"General Almost Automorphy,"
aspace_ref278_xb2,223851,"Harmonic Analysis and Probability,"
aspace_ref279_48x,223852,"Harry Bateman,"
aspace_ref281_9uq,223853,"Hermann Weyl,"
aspace_ref283_sje,223854,"History of Mathematics as a Part of General History,"
aspace_ref285_089,223855,"History of Mathematics as a Part of General History,"
aspace_ref289_0e3,223857,"How Aristotle Created History of Natural Philosophy,"
aspace_ref291_8q2,223858,"How Aristotle Created History of Natural Philosophy,"
aspace_ref299_ll4,223862,"Infinity,"
aspace_ref305_ofs,223865,"Intellectual Role of Mathematics Since Renaissance and Scientific Revolution,"
aspace_ref313_kuw,223869,"Kepler,"
aspace_ref315_5rz,223870,"Kepler, Einstein, Spengler: The Role of Space in Nature and Knowledge (Preface),"
aspace_ref316_9gz,223871,"Kepler, Einstein, Spengler: The Role of Space in Nature and Knowledge (Chapter 1),"
aspace_ref317_nu6,223872,"Kepler, Einstein, Spengler: The Role of Space in Nature and Knowledge (Chapter 1),"
aspace_ref318_iin,223873,"Kepler, Einstein, Spengler: Space in Nature, Knowledge, Art (Chapter II),"
aspace_ref319_k02,223874,"Kepler, Einstein, Spengler: Space in Nature, Knowledge, Art (Chapter III),"
aspace_ref325_59x,223877,"Levels of Mathematics in Interaction with Science,"
aspace_ref330_ax8,223880,"Mathematical Background Space in Astronomy and Cosmology,"
aspace_ref332_r5u,223881,"Mathematical Background Space in Astronomy and Cosmology,"
aspace_ref336_b91,223883,"A Mathematical Outlook on the Scientific Revolution,"
aspace_ref338_qp7,223884,"A Mathematical Outlook on the Scientific Revolution,"
aspace_ref340_maw,223885,"Mathematical Reflections,"
aspace_ref342_1t7,223886,"Mathematical Reminiscences and Americana: The Philosophical Conception of Continuity in C. S. Peirce,"
aspace_ref343_vl2,223887,"Mathematical Space in Nature and Knowledge,"
aspace_ref346_5va,223889,"Mathematics and Renaissance in Italy,"
aspace_ref349_jg9,223891,"Mathematics: Its History as a Part of Cultural History,"
aspace_ref365_2j7,223899,"Oswald Spengler, Mathematician,"
aspace_ref367_mjx,223900,"Oswald Spengler, Mathematician,"
aspace_ref375_7y0,223905,"Partielle Differentialgleiden,"
aspace_ref377_b6i,223906,"Partielle Differentialgleiden,"
aspace_ref385_q2u,223910,"Positivity of the Heat Kernel for Ultra Spherical Polynomials,"
aspace_ref387_u48,223911,"Positivity of the Heat Kernel for Ultra Spherical Polynomials,"
aspace_ref393_lwy,223914,"Principles of Probability,"
aspace_ref395_gn6,223915,"Program in History of Knowledge,"
aspace_ref401_jmi,223918,"Research Proposal in Linear Differential-Difference Equations,"
aspace_ref403_5zw,223919,"Review of <title render=""doublequote"">Gustav Herglotz: Gesamnelte Schriften, </title>by Hans Schwerdtfeger,"
aspace_ref405_9aq,223920,"Review of <title render=""doublequote"">Gustav Herglotz: Gesamnelte Schriften, </title>by Hans Schwerdtfeger,"
aspace_ref407_ly1,223921,"Review of <title render=""doublequote"">The Rational Mechanics of Flexible or Elastic Bodies, 1638-1788 </title>by C. Truesdell,"
aspace_ref417_iwu,223928,"Singularities and Discontinuities,"
aspace_ref419_8hp,223930,"Space,"
aspace_ref422_q1q,223932,"Symmetry and Asymmetry,"
aspace_ref424_eeb,223933,"Symmetry and Asymmetry,"
aspace_ref426_bcn,223934,"Symmetry and Asymmetry,"
aspace_ref543_tg1,223954,"Legal and Financial Papers,"
aspace_ref545_qyr,223955,"References,"
aspace_ref547_hyv,223956,"Photographs,"
aspace_ref463_frx,224043,"Algebra (Notes),"
aspace_ref465_8ba,224044,"Analytical Geometry (Notes),"
aspace_ref467_3lm,224045,"Differential Geometry (Notes),"
aspace_ref469_z5d,224046,"Algebra II (Notes),"
aspace_ref471_xku,224047,"Mathematics 107 (Examination),"
aspace_ref473_0l1,224048,"Mathematics 107 (Handouts),"
aspace_ref475_48g,224049,"Mathematics 221 (Problems),"
aspace_ref477_55k,224050,"Mathematics 222 (Problems),"
aspace_ref479_wu2,224051,"Mathematics 221 (Examinations, Problems),"
aspace_ref481_ucy,224052,"Mathematics 221 (Examinations, Problems),"
aspace_ref483_wwu,224053,"Mathematics 221 (Notes),"
aspace_ref485_f3b,224054,"Mathematics 211 (Examinations, Problems),"
aspace_ref487_6d7,224055,"Mathematics 212 (Examinations, Problems),"
aspace_ref489_gwo,224056,"Mathematics 212 (Notes),"
aspace_ref491_z8l,224057,"Mathematics 402b (Notes),"
aspace_ref493_vw4,224058,"Mathematics 402d (Problems),"
aspace_ref495_s3i,224059,"Mathematics 401 (Problems),"
aspace_ref497_as4,224060,"Mathematics 222 (Examination),"
